rater,team,individual,survey,metric,value,team_number,individual_id
-1600002,16,2,1,Capability,73.0,16,2
-1600002,16,2,1,Collaboration,91.0,16,2
-1600002,16,2,1,Psych. Safety,83.0,16,2
-1600002,16,2,1,Cognitive Load,62.0,16,2
-1600002,16,2,1,AI Anxiety,69.0,16,2
-1600002,16,2,1,AI Knowledge,21.0,16,2
-1600002,16,2,1,AI Business Use,28.0,16,2
-1600002,16,2,1,AI Training,14.0,16,2
-1600002,16,2,1,AI Experimentation,38.0,16,2
-1600002,16,2,1,AI Career Importance,61.0,16,2
-1600003,16,3,1,Wellbeing,34.0,16,3
-1600003,16,3,1,Team Access,68.0,16,3
-1600003,16,3,1,Productivity,37.0,16,3
-1600003,16,3,1,Balance,51.0,16,3
-1600003,16,3,1,Personal Style,93.0,16,3
-1600003,16,3,1,Preferred Culture,20.0,16,3
-1600003,16,3,1,Capacity,41.0,16,3
-1600003,16,3,1,Capability,63.0,16,3
-1600003,16,3,1,Collaboration,50.0,16,3
-1600003,16,3,1,Psych. Safety,54.0,16,3
-1600003,16,3,1,Cognitive Load,76.0,16,3
-1600003,16,3,1,AI Anxiety,19.0,16,3
-1600003,16,3,1,AI Knowledge,31.0,16,3
-1600003,16,3,1,AI Business Use,26.0,16,3
-1600003,16,3,1,AI Training,37.0,16,3
-1600003,16,3,1,AI Experimentation,75.0,16,3
-1600003,16,3,1,AI Career Importance,87.0,16,3
-1900001,19,1,1,Wellbeing,59.0,19,1
-1900001,19,1,1,Team Access,34.0,19,1
-1900001,19,1,1,Productivity,50.0,19,1
-1900001,19,1,1,Balance,50.0,19,1
-1900001,19,1,1,Personal Style,39.0,19,1
-1900001,19,1,1,Preferred Culture,14.0,19,1
-1900001,19,1,1,Capacity,69.0,19,1
-1900001,19,1,1,Capability,75.0,19,1
-1900001,19,1,1,Collaboration,81.0,19,1
-1900001,19,1,1,Psych. Safety,73.0,19,1
-1900001,19,1,1,Cognitive Load,35.0,19,1
-1900001,19,1,1,AI Anxiety,19.0,19,1
-1900001,19,1,1,AI Knowledge,66.0,19,1
-1900001,19,1,1,AI Business Use,58.0,19,1
-1900001,19,1,1,AI Training,36.0,19,1
-1900001,19,1,1,AI Experimentation,71.0,19,1
-1900001,19,1,1,AI Career Importance,60.0,19,1
-3500002,35,2,1,Wellbeing,65.0,35,2
-3500002,35,2,1,Team Access,70.0,35,2
-3500002,35,2,1,Productivity,25.0,35,2
-3500002,35,2,1,Balance,30.0,35,2
-3500002,35,2,1,Personal Style,80.0,35,2
-3500002,35,2,1,Preferred Culture,34.0,35,2
-3500002,35,2,1,Capacity,65.0,35,2
-3500002,35,2,1,Capability,62.0,35,2
-3500002,35,2,1,Collaboration,28.0,35,2
-3500002,35,2,1,Psych. Safety,46.0,35,2
-3500002,35,2,1,Cognitive Load,51.0,35,2
-3500002,35,2,1,AI Anxiety,66.0,35,2
-3500002,35,2,1,AI Knowledge,26.0,35,2
-3500002,35,2,1,AI Business Use,31.0,35,2
-3500002,35,2,1,AI Training,7.0,35,2
-3500002,35,2,1,AI Experimentation,17.0,35,2
-3500002,35,2,1,AI Career Importance,60.0,35,2
-1900002,19,2,1,Wellbeing,33.0,19,2
-1900002,19,2,1,Team Access,71.0,19,2
-1900002,19,2,1,Productivity,50.0,19,2
-1900002,19,2,1,Balance,59.0,19,2
-1900002,19,2,1,Personal Style,25.0,19,2
-1900002,19,2,1,Preferred Culture,37.0,19,2
-1900002,19,2,1,Capacity,79.0,19,2
-1900002,19,2,1,Capability,46.0,19,2
-1900002,19,2,1,Collaboration,73.0,19,2
-1900002,19,2,1,Psych. Safety,71.0,19,2
-1900002,19,2,1,Cognitive Load,20.0,19,2
-1900002,19,2,1,AI Anxiety,10.0,19,2
-1900002,19,2,1,AI Knowledge,83.0,19,2
-1900002,19,2,1,AI Business Use,31.0,19,2
-1900002,19,2,1,AI Training,66.0,19,2
-1900002,19,2,1,AI Experimentation,56.0,19,2
-1900002,19,2,1,AI Career Importance,60.0,19,2
-300005,3,5,1,Wellbeing,94.0,3,5
-300005,3,5,1,Team Access,84.0,3,5
-300005,3,5,1,Productivity,85.0,3,5
-300005,3,5,1,Balance,82.0,3,5
-300005,3,5,1,Personal Style,78.0,3,5
-300005,3,5,1,Preferred Culture,80.0,3,5
-300005,3,5,1,Capacity,70.0,3,5
-300005,3,5,1,Capability,78.0,3,5
-300005,3,5,1,Collaboration,80.0,3,5
-300005,3,5,1,Psych. Safety,81.0,3,5
-300005,3,5,1,Cognitive Load,82.0,3,5
-300005,3,5,1,AI Anxiety,6.0,3,5
-300005,3,5,1,AI Knowledge,82.0,3,5
-300005,3,5,1,AI Business Use,77.0,3,5
-300005,3,5,1,AI Training,84.0,3,5
-300005,3,5,1,AI Experimentation,77.0,3,5
-300005,3,5,1,AI Career Importance,95.0,3,5
-2400002,24,2,1,Wellbeing,81.0,24,2
-2400002,24,2,1,Team Access,99.0,24,2
-2400002,24,2,1,Productivity,43.0,24,2
-2400002,24,2,1,Balance,57.0,24,2
-2400002,24,2,1,Personal Style,76.0,24,2
-2400002,24,2,1,Preferred Culture,33.0,24,2
-2400002,24,2,1,Capacity,76.0,24,2
-2400002,24,2,1,Capability,46.0,24,2
-2400002,24,2,1,Collaboration,35.0,24,2
-2400002,24,2,1,Psych. Safety,37.0,24,2
-2400002,24,2,1,Cognitive Load,61.0,24,2
-2400002,24,2,1,AI Anxiety,0.0,24,2
-2400002,24,2,1,AI Knowledge,79.0,24,2
-2400002,24,2,1,AI Business Use,75.0,24,2
-2400002,24,2,1,AI Training,52.0,24,2
-2400002,24,2,1,AI Experimentation,91.0,24,2
-2400002,24,2,1,AI Career Importance,88.0,24,2
-2400005,24,5,1,Wellbeing,18.0,24,5
-2400005,24,5,1,Team Access,44.0,24,5
-2400005,24,5,1,Productivity,52.0,24,5
-2400005,24,5,1,Balance,70.0,24,5
-2400005,24,5,1,Personal Style,64.0,24,5
-2400005,24,5,1,Preferred Culture,19.0,24,5
-2400005,24,5,1,Capacity,75.0,24,5
-2400005,24,5,1,Capability,64.0,24,5
-2400005,24,5,1,Collaboration,50.0,24,5
-2400005,24,5,1,Psych. Safety,54.0,24,5
-2400005,24,5,1,Cognitive Load,58.0,24,5
-2400005,24,5,1,AI Anxiety,17.0,24,5
-2400005,24,5,1,AI Knowledge,44.0,24,5
-2400005,24,5,1,AI Business Use,29.0,24,5
-2400005,24,5,1,AI Training,24.0,24,5
-2400005,24,5,1,AI Experimentation,56.0,24,5
-2400005,24,5,1,AI Career Importance,69.0,24,5
-1900005,19,5,1,Wellbeing,94.0,19,5
-1900005,19,5,1,Team Access,88.0,19,5
-1900005,19,5,1,Productivity,100.0,19,5
-1900005,19,5,1,Balance,97.0,19,5
-1900005,19,5,1,Personal Style,40.0,19,5
-1900005,19,5,1,Preferred Culture,33.0,19,5
-1900005,19,5,1,Capacity,85.0,19,5
-1900005,19,5,1,Capability,93.0,19,5
-1900005,19,5,1,Collaboration,90.0,19,5
-1900005,19,5,1,Psych. Safety,89.0,19,5
-1900005,19,5,1,Cognitive Load,83.0,19,5
-1900005,19,5,1,AI Anxiety,70.0,19,5
-1900005,19,5,1,AI Knowledge,55.0,19,5
-1900005,19,5,1,AI Business Use,33.0,19,5
-1900005,19,5,1,AI Training,64.0,19,5
-1900005,19,5,1,AI Experimentation,76.0,19,5
-1900005,19,5,1,AI Career Importance,82.0,19,5
-1900004,19,4,1,Wellbeing,70.0,19,4
-1900004,19,4,1,Team Access,66.0,19,4
-1900004,19,4,1,Productivity,41.0,19,4
-1900004,19,4,1,Balance,52.0,19,4
-1900004,19,4,1,Personal Style,71.0,19,4
-1900004,19,4,1,Preferred Culture,68.0,19,4
-1900004,19,4,1,Capacity,43.0,19,4
-1900004,19,4,1,Capability,44.0,19,4
-1900004,19,4,1,Collaboration,50.0,19,4
-1900004,19,4,1,Psych. Safety,54.0,19,4
-1900004,19,4,1,Cognitive Load,39.0,19,4
-1900004,19,4,1,AI Anxiety,30.0,19,4
-1900004,19,4,1,AI Knowledge,42.0,19,4
-1900004,19,4,1,AI Business Use,47.0,19,4
-1900004,19,4,1,AI Training,52.0,19,4
-1900004,19,4,1,AI Experimentation,61.0,19,4
-1900004,19,4,1,AI Career Importance,67.0,19,4
-2400004,24,4,1,Wellbeing,43.0,24,4
-2400004,24,4,1,Team Access,47.0,24,4
-2400004,24,4,1,Productivity,50.0,24,4
-2400004,24,4,1,Balance,56.0,24,4
-2400004,24,4,1,Personal Style,48.0,24,4
-2400004,24,4,1,Preferred Culture,48.0,24,4
-2400004,24,4,1,Capacity,42.0,24,4
-2400004,24,4,1,Capability,19.0,24,4
-2400004,24,4,1,Collaboration,31.0,24,4
-2400004,24,4,1,Psych. Safety,65.0,24,4
-2400004,24,4,1,Cognitive Load,79.0,24,4
-2400004,24,4,1,AI Anxiety,40.0,24,4
-2400004,24,4,1,AI Knowledge,44.0,24,4
-2400004,24,4,1,AI Business Use,48.0,24,4
-2400004,24,4,1,AI Training,52.0,24,4
-2400004,24,4,1,AI Experimentation,56.0,24,4
-2400004,24,4,1,AI Career Importance,33.0,24,4
-1800004,18,4,1,Wellbeing,65.0,18,4
-1800004,18,4,1,Team Access,38.0,18,4
-1800004,18,4,1,Productivity,25.0,18,4
-1800004,18,4,1,Balance,36.0,18,4
-1800004,18,4,1,Personal Style,100.0,18,4
-1800004,18,4,1,Preferred Culture,74.0,18,4
-1800004,18,4,1,Capacity,64.0,18,4
-1800004,18,4,1,Capability,21.0,18,4
-1800004,18,4,1,Collaboration,37.0,18,4
-1800004,18,4,1,Psych. Safety,74.0,18,4
-1800004,18,4,1,Cognitive Load,47.0,18,4
-1800004,18,4,1,AI Anxiety,67.0,18,4
-1800004,18,4,1,AI Knowledge,0.0,18,4
-1800004,18,4,1,AI Business Use,0.0,18,4
-1800004,18,4,1,AI Training,11.0,18,4
-1800004,18,4,1,AI Experimentation,6.0,18,4
-1800004,18,4,1,AI Career Importance,16.0,18,4
-1800005,18,5,1,Wellbeing,36.0,18,5
-1800005,18,5,1,Team Access,53.0,18,5
-1800005,18,5,1,Productivity,65.0,18,5
-1800005,18,5,1,Balance,50.0,18,5
-1800005,18,5,1,Personal Style,28.0,18,5
-1800005,18,5,1,Preferred Culture,35.0,18,5
-1800005,18,5,1,Capacity,62.0,18,5
-1800005,18,5,1,Capability,64.0,18,5
-1800005,18,5,1,Collaboration,60.0,18,5
-1800005,18,5,1,Psych. Safety,62.0,18,5
-1800005,18,5,1,Cognitive Load,50.0,18,5
-1800005,18,5,1,AI Anxiety,64.0,18,5
-1800005,18,5,1,AI Knowledge,54.0,18,5
-1800005,18,5,1,AI Business Use,40.0,18,5
-1800005,18,5,1,AI Training,50.0,18,5
-1800005,18,5,1,AI Experimentation,63.0,18,5
-1800005,18,5,1,AI Career Importance,46.0,18,5
-1800003,18,3,1,Wellbeing,90.0,18,3
-1800003,18,3,1,Team Access,90.0,18,3
-1800003,18,3,1,Productivity,80.0,18,3
-1800003,18,3,1,Balance,50.0,18,3
-1800003,18,3,1,Personal Style,35.0,18,3
-1800003,18,3,1,Preferred Culture,70.0,18,3
-1800003,18,3,1,Capacity,70.0,18,3
-1800003,18,3,1,Capability,70.0,18,3
-1800003,18,3,1,Collaboration,80.0,18,3
-1800003,18,3,1,Psych. Safety,80.0,18,3
-1800003,18,3,1,Cognitive Load,50.0,18,3
-1800003,18,3,1,AI Anxiety,25.0,18,3
-1800003,18,3,1,AI Knowledge,70.0,18,3
-1800003,18,3,1,AI Business Use,30.0,18,3
-1800003,18,3,1,AI Training,75.0,18,3
-1800003,18,3,1,AI Experimentation,90.0,18,3
-1800003,18,3,1,AI Career Importance,90.0,18,3
-2400001,24,1,1,Wellbeing,100.0,24,1
-2400001,24,1,1,Team Access,92.0,24,1
-2400001,24,1,1,Productivity,49.0,24,1
-2400001,24,1,1,Balance,46.0,24,1
-2400001,24,1,1,Personal Style,50.0,24,1
-2400001,24,1,1,Preferred Culture,48.0,24,1
-2400001,24,1,1,Capacity,71.0,24,1
-2400001,24,1,1,Capability,78.0,24,1
-2400001,24,1,1,Collaboration,83.0,24,1
-2400001,24,1,1,Psych. Safety,90.0,24,1
-2400001,24,1,1,Cognitive Load,58.0,24,1
-2400001,24,1,1,AI Anxiety,14.0,24,1
-2400001,24,1,1,AI Knowledge,72.0,24,1
-2400001,24,1,1,AI Business Use,48.0,24,1
-2400001,24,1,1,AI Training,52.0,24,1
-2400001,24,1,1,AI Experimentation,81.0,24,1
-2400001,24,1,1,AI Career Importance,94.0,24,1
-500001,5,1,1,Wellbeing,90.0,5,1
-500001,5,1,1,Team Access,100.0,5,1
-500001,5,1,1,Productivity,77.0,5,1
-500001,5,1,1,Balance,71.0,5,1
-500001,5,1,1,Personal Style,60.0,5,1
-500001,5,1,1,Preferred Culture,67.0,5,1
-500001,5,1,1,Capacity,38.0,5,1
-500001,5,1,1,Capability,75.0,5,1
-500001,5,1,1,Collaboration,94.0,5,1
-500001,5,1,1,Psych. Safety,100.0,5,1
-500001,5,1,1,Cognitive Load,67.0,5,1
-500001,5,1,1,AI Anxiety,76.0,5,1
-500001,5,1,1,AI Knowledge,59.0,5,1
-500001,5,1,1,AI Business Use,0.0,5,1
-500001,5,1,1,AI Training,13.0,5,1
-500001,5,1,1,AI Experimentation,65.0,5,1
-500001,5,1,1,AI Career Importance,20.0,5,1
-2200000,22,0,1,Wellbeing,-1.0,22,0
-2200000,22,0,1,Team Access,-1.0,22,0
-2200000,22,0,1,Productivity,-1.0,22,0
-2200000,22,0,1,Balance,-1.0,22,0
-2200000,22,0,1,Personal Style,-1.0,22,0
-2200000,22,0,1,Preferred Culture,-1.0,22,0
-2200000,22,0,1,Capacity,-1.0,22,0
-2200000,22,0,1,Capability,-1.0,22,0
-2200000,22,0,1,Collaboration,-1.0,22,0
-2200000,22,0,1,Psych. Safety,,22,0
-2200000,22,0,1,Cognitive Load,-1.0,22,0
-2200000,22,0,1,AI Anxiety,-1.0,22,0
-2200000,22,0,1,AI Knowledge,-1.0,22,0
-2200000,22,0,1,AI Business Use,-1.0,22,0
-2200000,22,0,1,AI Training,-1.0,22,0
-2200000,22,0,1,AI Experimentation,,22,0
-3500006,35,6,1,Wellbeing,72.0,35,6
-3500006,35,6,1,Team Access,36.0,35,6
-3500006,35,6,1,Productivity,41.0,35,6
-3500006,35,6,1,Balance,60.0,35,6
-3500006,35,6,1,Personal Style,23.0,35,6
-3500006,35,6,1,Preferred Culture,65.0,35,6
-3500006,35,6,1,Capacity,52.0,35,6
-3500006,35,6,1,Capability,37.0,35,6
-3500006,35,6,1,Collaboration,65.0,35,6
-3500006,35,6,1,Psych. Safety,70.0,35,6
-3500006,35,6,1,Cognitive Load,68.0,35,6
-3500006,35,6,1,AI Anxiety,9.0,35,6
-3500006,35,6,1,AI Knowledge,54.0,35,6
-3500006,35,6,1,AI Business Use,36.0,35,6
-3500006,35,6,1,AI Training,33.0,35,6
-3500006,35,6,1,AI Experimentation,66.0,35,6
-3500006,35,6,1,AI Career Importance,69.0,35,6
-3500004,35,4,1,Wellbeing,-1.0,35,4
-3500004,35,4,1,Team Access,48.0,35,4
-3500004,35,4,1,Productivity,65.0,35,4
-3500004,35,4,1,Balance,56.0,35,4
-3500004,35,4,1,Personal Style,-1.0,35,4
-3500004,35,4,1,Preferred Culture,-1.0,35,4
-3500004,35,4,1,Capacity,42.0,35,4
-3500004,35,4,1,Capability,-1.0,35,4
-3500004,35,4,1,Collaboration,50.0,35,4
-3500004,35,4,1,Psych. Safety,54.0,35,4
-3500004,35,4,1,Cognitive Load,58.0,35,4
-3500004,35,4,1,AI Anxiety,40.0,35,4
-3500004,35,4,1,AI Knowledge,-1.0,35,4
-3500004,35,4,1,AI Business Use,48.0,35,4
-3500004,35,4,1,AI Training,52.0,35,4
-3500004,35,4,1,AI Experimentation,56.0,35,4
-3500004,35,4,1,AI Career Importance,60.0,35,4
-1900006,19,6,1,Wellbeing,97.0,19,6
-1900006,19,6,1,Team Access,94.0,19,6
-1900006,19,6,1,Productivity,97.0,19,6
-1900006,19,6,1,Balance,95.0,19,6
-1900006,19,6,1,Personal Style,93.0,19,6
-1900006,19,6,1,Preferred Culture,97.0,19,6
-1900006,19,6,1,Capacity,99.0,19,6
-1900006,19,6,1,Capability,96.0,19,6
-1900006,19,6,1,Collaboration,98.0,19,6
-1900006,19,6,1,Psych. Safety,95.0,19,6
-1900006,19,6,1,Cognitive Load,90.0,19,6
-1900006,19,6,1,AI Anxiety,88.0,19,6
-1900006,19,6,1,AI Knowledge,83.0,19,6
-1900006,19,6,1,AI Business Use,96.0,19,6
-1900006,19,6,1,AI Training,99.0,19,6
-1900006,19,6,1,AI Experimentation,94.0,19,6
-1900006,19,6,1,AI Career Importance,97.0,19,6
-2600005,26,5,1,Wellbeing,35.0,26,5
-2600005,26,5,1,Team Access,40.0,26,5
-2600005,26,5,1,Productivity,50.0,26,5
-2600005,26,5,1,Balance,55.0,26,5
-2600005,26,5,1,Personal Style,50.0,26,5
-2600005,26,5,1,Preferred Culture,48.0,26,5
-2600005,26,5,1,Capacity,49.0,26,5
-2600005,26,5,1,Capability,46.0,26,5
-2600005,26,5,1,Collaboration,50.0,26,5
-2600005,26,5,1,Psych. Safety,54.0,26,5
-2600005,26,5,1,Cognitive Load,10.0,26,5
-2600005,26,5,1,AI Anxiety,25.0,26,5
-2600005,26,5,1,AI Knowledge,60.0,26,5
-2600005,26,5,1,AI Business Use,35.0,26,5
-2600005,26,5,1,AI Training,52.0,26,5
-2600005,26,5,1,AI Experimentation,56.0,26,5
-2600005,26,5,1,AI Career Importance,40.0,26,5
-200002,2,2,1,Wellbeing,91.0,2,2
-200002,2,2,1,Team Access,82.0,2,2
-200002,2,2,1,Productivity,48.0,2,2
-200002,2,2,1,Balance,67.0,2,2
-200002,2,2,1,Personal Style,36.0,2,2
-200002,2,2,1,Preferred Culture,32.0,2,2
-200002,2,2,1,Capacity,78.0,2,2
-200002,2,2,1,Capability,74.0,2,2
-200002,2,2,1,Collaboration,100.0,2,2
-200002,2,2,1,Psych. Safety,95.0,2,2
-200002,2,2,1,Cognitive Load,58.0,2,2
-200002,2,2,1,AI Anxiety,18.0,2,2
-200002,2,2,1,AI Knowledge,66.0,2,2
-200002,2,2,1,AI Business Use,72.0,2,2
-200002,2,2,1,AI Training,26.0,2,2
-200002,2,2,1,AI Experimentation,65.0,2,2
-200002,2,2,1,AI Career Importance,43.0,2,2
-3400000,34,0,1,Wellbeing,60.0,34,0
-3400000,34,0,1,Team Access,92.0,34,0
-3400000,34,0,1,Productivity,68.0,34,0
-3400000,34,0,1,Balance,64.0,34,0
-3400000,34,0,1,Personal Style,30.0,34,0
-3400000,34,0,1,Preferred Culture,37.0,34,0
-3400000,34,0,1,Capacity,64.0,34,0
-3400000,34,0,1,Capability,68.0,34,0
-3400000,34,0,1,Collaboration,84.0,34,0
-3400000,34,0,1,Psych. Safety,78.0,34,0
-3400000,34,0,1,Cognitive Load,58.0,34,0
-3400000,34,0,1,AI Anxiety,25.0,34,0
-3400000,34,0,1,AI Knowledge,66.0,34,0
-3400000,34,0,1,AI Business Use,39.0,34,0
-3400000,34,0,1,AI Training,51.0,34,0
-3400000,34,0,1,AI Experimentation,71.0,34,0
-3400000,34,0,1,AI Career Importance,79.0,34,0
-3500007,35,7,1,Wellbeing,35.0,35,7
-3500007,35,7,1,Team Access,82.0,35,7
-3500007,35,7,1,Productivity,81.0,35,7
-3500007,35,7,1,Balance,40.0,35,7
-3500007,35,7,1,Personal Style,66.0,35,7
-3500007,35,7,1,Preferred Culture,60.0,35,7
-3500007,35,7,1,Capacity,62.0,35,7
-3500007,35,7,1,Capability,83.0,35,7
-3500007,35,7,1,Collaboration,88.0,35,7
-3500007,35,7,1,Psych. Safety,93.0,35,7
-3500007,35,7,1,Cognitive Load,58.0,35,7
-3500007,35,7,1,AI Anxiety,34.0,35,7
-3500007,35,7,1,AI Knowledge,64.0,35,7
-3500007,35,7,1,AI Business Use,65.0,35,7
-3500007,35,7,1,AI Training,70.0,35,7
-3500007,35,7,1,AI Experimentation,77.0,35,7
-3500007,35,7,1,AI Career Importance,60.0,35,7
-1100000,11,0,2,Wellbeing,85.0,11,0
-1100000,11,0,2,Team Access,50.0,11,0
-1100000,11,0,2,Productivity,54.0,11,0
-1100000,11,0,2,Capacity,38.0,11,0
-1100000,11,0,2,Capability,42.0,11,0
-1100000,11,0,2,Priorities,46.0,11,0
-1100000,11,0,2,Collaboration,50.0,11,0
-1100000,11,0,2,Psych. Safety,54.0,11,0
-1100000,11,0,2,Cognitive Load,58.0,11,0
-1100000,11,0,2,Leadership,82.0,11,0
-1100000,11,0,2,Solution Fit,46.0,11,0
-1100000,11,0,2,Innovation,50.0,11,0
-1100000,11,0,2,Ambition,81.0,11,0
-2300004,23,4,2,Wellbeing,12.0,23,4
-2300004,23,4,2,Team Access,12.0,23,4
-2300004,23,4,2,Productivity,9.0,23,4
-2300004,23,4,2,Capacity,74.0,23,4
-2300004,23,4,2,Capability,66.0,23,4
-2300004,23,4,2,Priorities,74.0,23,4
-2300004,23,4,2,Collaboration,71.0,23,4
-2300004,23,4,2,Psych. Safety,76.0,23,4
-2300004,23,4,2,Cognitive Load,77.0,23,4
-2300004,23,4,2,Leadership,62.0,23,4
-2300004,23,4,2,Solution Fit,19.0,23,4
-2300004,23,4,2,Innovation,22.0,23,4
-2300004,23,4,2,Ambition,24.0,23,4
-2300003,23,3,2,Wellbeing,69.0,23,3
-2300003,23,3,2,Team Access,76.0,23,3
-2300003,23,3,2,Productivity,81.0,23,3
-2300003,23,3,2,Capacity,71.0,23,3
-2300003,23,3,2,Capability,66.0,23,3
-2300003,23,3,2,Priorities,65.0,23,3
-2300003,23,3,2,Collaboration,78.0,23,3
-2300003,23,3,2,Psych. Safety,79.0,23,3
-2300003,23,3,2,Cognitive Load,84.0,23,3
-2300003,23,3,2,Leadership,67.0,23,3
-2300003,23,3,2,Solution Fit,62.0,23,3
-2300003,23,3,2,Innovation,67.0,23,3
-2300003,23,3,2,Ambition,82.0,23,3
-2300005,23,5,2,Wellbeing,82.0,23,5
-2300005,23,5,2,Team Access,64.0,23,5
-2300005,23,5,2,Productivity,39.0,23,5
-2300005,23,5,2,Capacity,79.0,23,5
-2300005,23,5,2,Capability,70.0,23,5
-2300005,23,5,2,Priorities,88.0,23,5
-2300005,23,5,2,Collaboration,48.0,23,5
-2300005,23,5,2,Psych. Safety,54.0,23,5
-2300005,23,5,2,Cognitive Load,58.0,23,5
-2300005,23,5,2,Leadership,35.0,23,5
-2300005,23,5,2,Solution Fit,71.0,23,5
-2300005,23,5,2,Innovation,26.0,23,5
-2300005,23,5,2,Ambition,54.0,23,5
-1700004,17,4,2,Wellbeing,65.0,17,4
-1700004,17,4,2,Team Access,86.0,17,4
-1700004,17,4,2,Productivity,87.0,17,4
-1700004,17,4,2,Capacity,92.0,17,4
-1700004,17,4,2,Capability,95.0,17,4
-1700004,17,4,2,Priorities,93.0,17,4
-1700004,17,4,2,Collaboration,93.0,17,4
-1700004,17,4,2,Psych. Safety,93.0,17,4
-1700004,17,4,2,Cognitive Load,75.0,17,4
-1700004,17,4,2,Leadership,94.0,17,4
-1700004,17,4,2,Solution Fit,91.0,17,4
-1700004,17,4,2,Innovation,93.0,17,4
-1700004,17,4,2,Ambition,92.0,17,4
-1800001,18,1,2,Wellbeing,28.0,18,1
-1800001,18,1,2,Team Access,33.0,18,1
-1800001,18,1,2,Productivity,44.0,18,1
-1800001,18,1,2,Capacity,43.0,18,1
-1800001,18,1,2,Capability,45.0,18,1
-1800001,18,1,2,Priorities,48.0,18,1
-1800001,18,1,2,Collaboration,50.0,18,1
-1800001,18,1,2,Psych. Safety,54.0,18,1
-1800001,18,1,2,Cognitive Load,57.0,18,1
-1800001,18,1,2,Leadership,61.0,18,1
-1800001,18,1,2,Solution Fit,61.0,18,1
-1800001,18,1,2,Innovation,64.0,18,1
-1800001,18,1,2,Ambition,67.0,18,1
-1700000,17,0,2,Wellbeing,0.0,17,0
-1700000,17,0,2,Team Access,100.0,17,0
-1700000,17,0,2,Productivity,100.0,17,0
-1700000,17,0,2,Capacity,100.0,17,0
-1700000,17,0,2,Capability,100.0,17,0
-1700000,17,0,2,Priorities,100.0,17,0
-1700000,17,0,2,Collaboration,100.0,17,0
-1700000,17,0,2,Psych. Safety,100.0,17,0
-1700000,17,0,2,Cognitive Load,100.0,17,0
-1700000,17,0,2,Leadership,100.0,17,0
-1700000,17,0,2,Solution Fit,0.0,17,0
-1700000,17,0,2,Innovation,100.0,17,0
-1700000,17,0,2,Ambition,100.0,17,0
-600003,6,3,2,Wellbeing,81.0,6,3
-600003,6,3,2,Team Access,82.0,6,3
-600003,6,3,2,Productivity,80.0,6,3
-600003,6,3,2,Capacity,81.0,6,3
-600003,6,3,2,Capability,79.0,6,3
-600003,6,3,2,Priorities,75.0,6,3
-600003,6,3,2,Collaboration,72.0,6,3
-600003,6,3,2,Psych. Safety,80.0,6,3
-600003,6,3,2,Cognitive Load,79.0,6,3
-600003,6,3,2,Leadership,76.0,6,3
-600003,6,3,2,Solution Fit,81.0,6,3
-600003,6,3,2,Innovation,71.0,6,3
-600003,6,3,2,Ambition,80.0,6,3
-600000,6,0,2,Wellbeing,46.0,6,0
-600000,6,0,2,Team Access,50.0,6,0
-600000,6,0,2,Productivity,54.0,6,0
-600000,6,0,2,Capacity,100.0,6,0
-600000,6,0,2,Capability,76.0,6,0
-600000,6,0,2,Priorities,93.0,6,0
-600000,6,0,2,Collaboration,99.0,6,0
-600000,6,0,2,Psych. Safety,94.0,6,0
-600000,6,0,2,Cognitive Load,97.0,6,0
-600000,6,0,2,Leadership,87.0,6,0
-600000,6,0,2,Solution Fit,100.0,6,0
-600000,6,0,2,Innovation,100.0,6,0
-600000,6,0,2,Ambition,100.0,6,0
-3500002,35,2,2,Wellbeing,88.0,35,2
-3500002,35,2,2,Team Access,84.0,35,2
-3500002,35,2,2,Productivity,54.0,35,2
-3500002,35,2,2,Capacity,68.0,35,2
-3500002,35,2,2,Capability,42.0,35,2
-3500002,35,2,2,Priorities,73.0,35,2
-3500002,35,2,2,Collaboration,76.0,35,2
-3500002,35,2,2,Psych. Safety,80.0,35,2
-3500002,35,2,2,Cognitive Load,58.0,35,2
-3500002,35,2,2,Leadership,65.0,35,2
-3500002,35,2,2,Solution Fit,79.0,35,2
-3500002,35,2,2,Innovation,50.0,35,2
-3500002,35,2,2,Ambition,54.0,35,2
-600004,6,4,2,Wellbeing,90.0,6,4
-600004,6,4,2,Team Access,64.0,6,4
-600004,6,4,2,Productivity,58.0,6,4
-600004,6,4,2,Capacity,81.0,6,4
-600004,6,4,2,Capability,76.0,6,4
-600004,6,4,2,Priorities,39.0,6,4
-600004,6,4,2,Collaboration,31.0,6,4
-600004,6,4,2,Psych. Safety,83.0,6,4
-600004,6,4,2,Cognitive Load,73.0,6,4
-600004,6,4,2,Leadership,84.0,6,4
-600004,6,4,2,Solution Fit,70.0,6,4
-600004,6,4,2,Innovation,50.0,6,4
-600004,6,4,2,Ambition,38.0,6,4
-2700005,27,5,2,Wellbeing,81.0,27,5
-2700005,27,5,2,Team Access,80.0,27,5
-2700005,27,5,2,Productivity,49.0,27,5
-2700005,27,5,2,Capacity,74.0,27,5
-2700005,27,5,2,Capability,73.0,27,5
-2700005,27,5,2,Priorities,73.0,27,5
-2700005,27,5,2,Collaboration,71.0,27,5
-2700005,27,5,2,Psych. Safety,72.0,27,5
-2700005,27,5,2,Cognitive Load,90.0,27,5
-2700005,27,5,2,Leadership,72.0,27,5
-2700005,27,5,2,Solution Fit,40.0,27,5
-2700005,27,5,2,Innovation,42.0,27,5
